code,date,news
https://www.klsescreener.com/v2/news/stock/6947,"TheStar27 Mar, 2019 12:56pm - 7 hours ago","KLCI extends fall; banks, telcos lead decline"
https://www.klsescreener.com/v2/news/stock/6947,"Sinchew27 Mar, 2019 12:09pm - 8 hours ago",东盟4国· 看好印泰·大马电讯业4大冲击
https://www.klsescreener.com/v2/news/stock/6947,"TheStar26 Mar, 2019 13:08pm - 1 day ago","KLCI stays little changed, Asian markets trade mixed"
https://www.klsescreener.com/v2/news/stock/6947,"TheStar22 Mar, 2019 13:01pm - 5 days ago","KLCI rebound fizzles, Maybank slides for second day"
https://www.klsescreener.com/v2/news/stock/6947,"Sinchew21 Mar, 2019 10:25am - 6 days ago",数码网络将参与5G试验
https://www.klsescreener.com/v2/news/stock/6947,"TheEdge21 Mar, 2019 10:00am - 6 days ago",DiGi working with regulators for 5G pilots and tests
https://www.klsescreener.com/v2/news/stock/6947,"TheEdge20 Mar, 2019 17:49pm - 1 week ago",DiGi working with regulators for 5G pilots and tests
https://www.klsescreener.com/v2/news/stock/6947,"TheStar19 Mar, 2019 17:41pm - 1 week ago","Profit taking of telcos, Genting sends KLCI into the red"
https://www.klsescreener.com/v2/news/stock/6947,"TheStar18 Mar, 2019 17:33pm - 1 week ago","KLCI back in positive zone, tracks Asian markets higher"
https://www.klsescreener.com/v2/news/stock/6947,"TheStar18 Mar, 2019 12:50pm - 1 week ago",KLCI gains on expectations of dovish Fed announcements
https://www.klsescreener.com/v2/news/stock/6947,"TheEdge18 Mar, 2019 07:00am - 1 week ago",Building trust is not just the CEO’s job
https://www.klsescreener.com/v2/news/stock/6947,"TheStar15 Mar, 2019 17:56pm - 1 week ago","Hong Leong Bank, Digi lead KLCI rebound as volume surges"
https://www.klsescreener.com/v2/news/stock/6947,"TheStar15 Mar, 2019 13:02pm - 1 week ago",Mild pick up on the KLCI amid trade noise
https://www.klsescreener.com/v2/news/stock/6947,"TheEdge14 Mar, 2019 23:15pm - 1 week ago",MCMC internet centres get good community response
https://www.klsescreener.com/v2/news/stock/6947,"TheStar14 Mar, 2019 17:42pm - 1 week ago",Penny O&G stocks drive Bursa volume to 10 month high
https://www.klsescreener.com/v2/news/stock/6947,"TheStar14 Mar, 2019 13:12pm - 1 week ago",Shopee reveals Malaysians’ shopping habits
https://www.klsescreener.com/v2/news/stock/6947,"TheEdge14 Mar, 2019 09:10am - 1 week ago",KLCI drifts lower in line with regional pause
https://www.klsescreener.com/v2/news/stock/6947,"TheStar12 Mar, 2019 09:51am - 2 weeks ago",Small telcos are big winners
https://www.klsescreener.com/v2/news/stock/6947,"TheStar11 Mar, 2019 17:37pm - 2 weeks ago",Banks drag KLCI to lowest close since late December
https://www.klsescreener.com/v2/news/stock/6947,"TheStar11 Mar, 2019 09:11am - 2 weeks ago",Industry veteran takes on group integration role with People ‘n Rich Holdings
https://www.klsescreener.com/v2/news/stock/2836,"TheEdge27 Mar, 2019 13:13pm - 6 hours ago",跌至3个月低位后 马股收复部分失地
