,code,date,news,extract_code,extracted_date
11617,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge17 Apr, 2019 19:02pm - 3 hours ago",Tommy Thomas' article on 1MDB reporting brought up in Najib-SRC trial,1015,2019-04-17
11616,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge17 Apr, 2019 22:09pm - 49 minutes ago",Jho Low's name brought up for the first time in Najib's SRC trial,1015,2019-04-17
11649,https://www.klsescreener.com/v2/news/stock/1015,"Orientaldaily08 Apr, 2019 21:11pm - 2 days ago",去年中小型企業貸款61億　大馬銀行今年進一步成長25%,1015,2019-04-08
2525,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge27 Mar, 2019 08:50am - 11 hours ago","Ringgit to move in range of 4.0619 – 4.0737 against USD today, says AmBank Research",1015,2019-03-27
2526,https://www.klsescreener.com/v2/news/stock/1015,"Sinchew26 Mar, 2019 18:43pm - 1 day ago",银行融资成本增·房贷会“更贵”,1015,2019-03-26
2527,https://www.klsescreener.com/v2/news/stock/1015,"TheStar26 Mar, 2019 08:00am - 1 day ago",Economists see room to cut interest rates,1015,2019-03-26
2528,https://www.klsescreener.com/v2/news/stock/1015,"TheStar26 Mar, 2019 07:50am - 1 day ago",Volatile times for emerging markets,1015,2019-03-26
2538,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge21 Mar, 2019 18:28pm - 6 days ago",FBM KLCI slumps 20.55 points to finish at intraday low,1015,2019-03-21
2530,https://www.klsescreener.com/v2/news/stock/1015,"TheStar25 Mar, 2019 10:42am - 2 days ago",Ringgit under pressure from lower oil prices,1015,2019-03-25
2535,https://www.klsescreener.com/v2/news/stock/1015,"Nanyang21 Mar, 2019 20:18pm - 5 days ago",美国暂缓升息 财长玩笑开出火 马股收黑 银行股领跌,1015,2019-03-21
2534,https://www.klsescreener.com/v2/news/stock/1015,"TheStar22 Mar, 2019 07:41am - 5 days ago",Another blow for banking stocks,1015,2019-03-22
2533,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge22 Mar, 2019 09:10am - 5 days ago",KLCI rises 0.33% in line with region as Public Bank and Tenaga lift,1015,2019-03-22
2531,https://www.klsescreener.com/v2/news/stock/1015,"Chinapress22 Mar, 2019 23:36pm - 4 days ago",用现金、支票还款将被征费 大马投银控股：10月起生效,1015,2019-03-22
11639,https://www.klsescreener.com/v2/news/stock/1015,"TheStar10 Apr, 2019 17:29pm - 5 hours ago","Petronas stocks weigh on KLCI, Ekovest up in active trade",1015,2019-04-10
11640,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge10 Apr, 2019 11:13am - 11 hours ago",A technical rebound expected but trend remains bearish,1015,2019-04-10
2472,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge18 Mar, 2019 20:41pm - Just now ago",售呆账予SPV AMMB料净赚2.3亿,1015,2019-03-18
2536,https://www.klsescreener.com/v2/news/stock/1015,"Orientaldaily21 Mar, 2019 20:05pm - 6 days ago",FED按兵不動 國行或降息　銀行股遭拋售 令吉創新高,1015,2019-03-21
11650,https://www.klsescreener.com/v2/news/stock/1015,"TheStar08 Apr, 2019 17:44pm - 2 days ago","Gains in Maxis, Axiata lift KLCI but Public Bank stumbles",1015,2019-04-08
11634,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge16 Apr, 2019 08:28am - 1 day ago","Ringgit to move in range of 4.1010 – 4.1168 against USD today, says AmBank Research",1015,2019-04-16
11651,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge08 Apr, 2019 16:58pm - 2 days ago",BNM’s proposed capital requirement increase for banks a credit positive — Moody’s,1015,2019-04-08
11656,https://www.klsescreener.com/v2/news/stock/1015,"TheStar05 Apr, 2019 17:32pm - 5 days ago","KLCI closes on weak note on Maxis, Public Bank losses",1015,2019-04-05
11657,https://www.klsescreener.com/v2/news/stock/1015,"TheStar04 Apr, 2019 17:37pm - 6 days ago","KLCI closes closes sightly higher on telcos, banks",1015,2019-04-04
11655,https://www.klsescreener.com/v2/news/stock/1015,"TheStar08 Apr, 2019 08:40am - 2 days ago",Is the Fed boxed in on providing stimulus?,1015,2019-04-08
11654,https://www.klsescreener.com/v2/news/stock/1015,"TheStar08 Apr, 2019 12:31pm - 2 days ago",AmBank to approve RM6.8bil to SMEs,1015,2019-04-08
11653,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge08 Apr, 2019 15:01pm - 2 days ago",AmBank aims to disburse over RM20b SME loans in next 3 years,1015,2019-04-08
11684,https://www.klsescreener.com/v2/news/stock/1015,"TheStar29 Mar, 2019 09:57am - 5 days ago",Ringgit slips against USD amid emerging markets slowdown,1015,2019-03-29
11682,https://www.klsescreener.com/v2/news/stock/1015,"TheStar29 Mar, 2019 17:31pm - 5 days ago",Blue chips struggle to close higher on last day of Q1,1015,2019-03-29
11681,https://www.klsescreener.com/v2/news/stock/1015,"TheStar30 Mar, 2019 07:55am - 4 days ago",Yawning chasm between GLC and non-GLC bank CEOs,1015,2019-03-30
11680,https://www.klsescreener.com/v2/news/stock/1015,"TheStar01 Apr, 2019 08:25am - 2 days ago",Should recession warning signals cause alarm?,1015,2019-04-01
11679,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge01 Apr, 2019 08:49am - 2 days ago",Marginal impact seen on banks if key rate cut materialises,1015,2019-04-01
11678,https://www.klsescreener.com/v2/news/stock/1015,"TheStar01 Apr, 2019 17:15pm - 2 days ago",Poor start to Q2 for Bursa as banks face selling pressure,1015,2019-04-01
11683,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge29 Mar, 2019 10:03am - 5 days ago",Drop in PPI a reflection of deflationary pressure — DoS,1015,2019-03-29
11685,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge29 Mar, 2019 08:53am - 5 days ago","Ringgit to move in range of 4.0679 – 4.0848 against USD today, says Ambank Research",1015,2019-03-29
11652,https://www.klsescreener.com/v2/news/stock/1015,"TheEdge08 Apr, 2019 15:57pm - 2 days ago",Ambank冀3年发放逾200亿贷款,1015,2019-04-08
11686,https://www.klsescreener.com/v2/news/stock/1015,"TheStar28 Mar, 2019 10:00am - 6 days ago",Ringgit slides against USD on declining economic sentiment,1015,2019-03-28
10604,https://www.klsescreener.com/v2/news/stock/1023,"TheStar10 Apr, 2019 13:06pm - 9 hours ago",KLCI slips as equities weigh on talk of new US tariffs,1023,2019-04-10
10621,https://www.klsescreener.com/v2/news/stock/1023,"TheStar27 Mar, 2019 07:45am - 12 hours ago",Analysts cut Sapura Energy’s earnings forecast,1023,2019-03-27
10603,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge10 Apr, 2019 16:00pm - 6 hours ago",Eye on provisions after MFRS 9,1023,2019-04-10
10616,https://www.klsescreener.com/v2/news/stock/1023,"Nanyang08 Apr, 2019 20:13pm - 2 days ago",放眼今明两年 联昌提供120亿B40贷款,1023,2019-04-08
10623,https://www.klsescreener.com/v2/news/stock/1023,"TheStar26 Mar, 2019 18:21pm - 1 day ago",KLCI gains 0.05% in line with regional advance,1023,2019-03-26
10596,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Apr, 2019 11:18am - 1 day ago",RHB Bank’s base rate hike could result in higher net profit,1023,2019-04-16
10597,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Apr, 2019 10:57am - 1 day ago",Revival of ECRL a catalyst but market already priced in the positive news,1023,2019-04-16
10598,https://www.klsescreener.com/v2/news/stock/1023,"Sinchew16 Apr, 2019 10:50am - 1 day ago",调高基本利率至4%‧兴业银行净利可增5%,1023,2019-04-16
10651,https://www.klsescreener.com/v2/news/stock/1023,"TheStar01 Apr, 2019 13:03pm - 2 days ago","Financial stocks drag on KLCI, broader market stays positive",1023,2019-04-01
10650,https://www.klsescreener.com/v2/news/stock/1023,"TheStar01 Apr, 2019 14:44pm - 2 days ago",Banker Kong Sooi Lin appointed Eco World International director,1023,2019-04-01
10611,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge09 Apr, 2019 12:57pm - 1 day ago",KLCI down 0.2% in line with struggling region,1023,2019-04-09
10617,https://www.klsescreener.com/v2/news/stock/1023,"Sinchew27 Mar, 2019 18:23pm - 1 hour ago",国行下调今年成长预测·马股失守1650点,1023,2019-03-27
10619,https://www.klsescreener.com/v2/news/stock/1023,"Sinchew27 Mar, 2019 10:21am - 9 hours ago",达洋企业涨5.97%·马股开低走低,1023,2019-03-27
10588,https://www.klsescreener.com/v2/news/stock/1023,"TheStar17 Apr, 2019 07:25am - 15 hours ago",Shahril not reducing stake in Sapura Energy,1023,2019-04-17
10613,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge09 Apr, 2019 10:23am - 1 day ago",Arshad is new Bank Pembangunan president-cum-CEO,1023,2019-04-09
10587,https://www.klsescreener.com/v2/news/stock/1023,"TheStar17 Apr, 2019 07:45am - 15 hours ago",Prestariang share price falls on legal action against govt,1023,2019-04-17
10586,https://www.klsescreener.com/v2/news/stock/1023,"TheStar17 Apr, 2019 09:17am - 13 hours ago","CIMB Research retains Hold, TP of 37c for Sapura Energy",1023,2019-04-17
10609,https://www.klsescreener.com/v2/news/stock/1023,"TheStar09 Apr, 2019 22:05pm - 1 day ago",Stockbrokers need to do more online to attract younger investors,1023,2019-04-09
10620,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge27 Mar, 2019 10:10am - 10 hours ago",Analysts cut target prices on Sapura Energy despite returning to the black,1023,2019-03-27
10594,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Apr, 2019 11:31am - 1 day ago","Higher ECRL portion for local players works out to RM17.6b, says CIMB IB",1023,2019-04-16
10593,https://www.klsescreener.com/v2/news/stock/1023,"TheStar16 Apr, 2019 13:07pm - 1 day ago","KLCI lets go of early gains, other Asian markets rally",1023,2019-04-16
10649,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge01 Apr, 2019 17:00pm - 2 days ago",Gamuda’s investors discuss the nationalisation of its highways,1023,2019-04-01
10592,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Apr, 2019 15:00pm - 1 day ago",IPOs of private companies to drive market rebound this year,1023,2019-04-16
10614,https://www.klsescreener.com/v2/news/stock/1023,"TheStar09 Apr, 2019 09:45am - 1 day ago","EG Industries 'hold', Berjaya Sports 'outperform', Icon Offshore 'sell', AirAsia 'reduce'",1023,2019-04-09
10615,https://www.klsescreener.com/v2/news/stock/1023,"TheStar09 Apr, 2019 07:40am - 1 day ago",Bank Pembangunan appoints new president and group CEO,1023,2019-04-09
10606,https://www.klsescreener.com/v2/news/stock/1023,"TheStar10 Apr, 2019 07:25am - 15 hours ago",On the right track,1023,2019-04-10
10645,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge01 Apr, 2019 22:38pm - 2 days ago",ASEAN needs to develop cohesiveness to navigate new trade order,1023,2019-04-01
10647,https://www.klsescreener.com/v2/news/stock/1023,"Sinchew01 Apr, 2019 17:27pm - 2 days ago",银行股卖压重‧马股急挫14.97点,1023,2019-04-01
10618,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge08 Apr, 2019 18:49pm - 2 days ago",KLCI higher as volume across Bursa swells to 3.87 billion shares,1023,2019-04-08
10585,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge17 Apr, 2019 10:21am - 12 hours ago",Lawyer Muhammad Shafee’s trial to start on July 8,1023,2019-04-17
10617,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge08 Apr, 2019 19:15pm - 2 days ago",马股收升 成交量增至38.7亿股,1023,2019-04-08
10575,https://www.klsescreener.com/v2/news/stock/1023,"Nanyang17 Mar, 2019 00:00am - 1 day ago","大马保诚保险营运总监
王英挺或接掌星报媒体",1023,2019-03-17
10574,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge17 Mar, 2019 15:00pm - 22 hours ago",E-commerce: Helping SMEs go digital,1023,2019-03-17
10572,https://www.klsescreener.com/v2/news/stock/1023,"TheStar18 Mar, 2019 08:08am - 5 hours ago",CIMB Research projects weaker net profit growth for banks,1023,2019-03-18
10571,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge18 Mar, 2019 09:46am - 4 hours ago",Surge in Sapura Energy’s profit seen on Sapura Upstream stake sale,1023,2019-03-18
10570,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge18 Mar, 2019 12:22pm - 1 hour ago","Banks' low loan loss provisioning unsustainable moving into 2019, says CIMB Research",1023,2019-03-18
10569,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge18 Mar, 2019 15:02pm - Just now ago","Ringgit climbs on subdued dollar, equity gains",1023,2019-03-18
10568,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge18 Mar, 2019 17:00pm - Just now ago",Who’s right about Khazanah’s 2018 (under)performance?,1023,2019-03-18
10624,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge26 Mar, 2019 15:00pm - 1 day ago",Newsbreak: Star Media’s incoming CEO signals a tech pivot,1023,2019-03-26
10621,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge08 Apr, 2019 15:00pm - 2 days ago",The State of the Nation: Bank Negara’s monetary policy stance remains a wild card for now,1023,2019-04-08
10576,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Mar, 2019 18:00pm - 1 day ago",Opportunities in a stagnant market in 2019,1023,2019-03-16
10632,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge03 Apr, 2019 12:16pm - 10 hours ago",Astro is CIMB's high-conviction top media pick,1023,2019-04-03
10633,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge02 Apr, 2019 23:50pm - 22 hours ago",Groundwork is laid for APEC 2020'S Malaysia year — Rebecca,1023,2019-04-02
10646,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge01 Apr, 2019 18:21pm - 2 days ago","FBM KLCI falls 0.91%, dragged mainly by banking stocks",1023,2019-04-01
10585,https://www.klsescreener.com/v2/news/stock/1023,"TheStar15 Mar, 2019 08:39am - 3 days ago",DNeX expects earnings to recover in FY19,1023,2019-03-15
10584,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge15 Mar, 2019 09:27am - 3 days ago","AmInvestment upgrades Sapura Energy, raises target price to 50 sen",1023,2019-03-15
10583,https://www.klsescreener.com/v2/news/stock/1023,"TheStar15 Mar, 2019 09:39am - 3 days ago",Quick take: Berjaya Food shares up 8% after strong earnings report,1023,2019-03-15
10644,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge02 Apr, 2019 00:38am - 1 day ago",Ex-CIMB banker Kong Sooi Lin joins Eco World International's board,1023,2019-04-02
10643,https://www.klsescreener.com/v2/news/stock/1023,"TheStar02 Apr, 2019 07:35am - 1 day ago",RM1bil land sale by Sime Darby,1023,2019-04-02
10641,https://www.klsescreener.com/v2/news/stock/1023,"TheStar02 Apr, 2019 08:40am - 1 day ago",Banker Kong       is EWI director,1023,2019-04-02
10567,https://www.klsescreener.com/v2/news/stock/1023,"TheStar18 Mar, 2019 17:33pm - Just now ago","KLCI back in positive zone, tracks Asian markets higher",1023,2019-03-18
10640,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge02 Apr, 2019 09:08am - 1 day ago",Lower demand for loans plagues Malaysian banks,1023,2019-04-02
10639,https://www.klsescreener.com/v2/news/stock/1023,"TheStar02 Apr, 2019 10:32am - 1 day ago",Experts: Asean needs to develop cohesiveness to navigate new trade order,1023,2019-04-02
10638,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge02 Apr, 2019 11:11am - 1 day ago",Loan growth for banks expected to be at 5% for 2019,1023,2019-04-02
10637,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge02 Apr, 2019 11:30am - 1 day ago",Fintech: Malaysian banks getting ready for more fintech,1023,2019-04-02
10581,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge15 Mar, 2019 11:54am - 3 days ago",摩根士丹利上修联昌国际至“持股观望”,1023,2019-03-15
10580,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge15 Mar, 2019 14:58pm - 2 days ago",March 20 decision on application to transfer Tan Eng Boon's case to High Court,1023,2019-03-15
10578,https://www.klsescreener.com/v2/news/stock/1023,"TheStar16 Mar, 2019 00:00am - 2 days ago",Breweries mitigate price increase pressure,1023,2019-03-16
10577,https://www.klsescreener.com/v2/news/stock/1023,"TheStar16 Mar, 2019 00:00am - 2 days ago",Heineken out to maintain fine run,1023,2019-03-16
10566,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge18 Mar, 2019 20:38pm - Just now ago",Barakah seeks to restructure RM726 mil debt,1023,2019-03-18
10582,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge15 Mar, 2019 10:18am - 3 days ago",CIMB upgraded to equal-weight at Morgan Stanley; price target RM5.40,1023,2019-03-15
10590,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Apr, 2019 16:47pm - 1 day ago",Shafee Abdullah's money laundering and tax evasion trial to start on July 8,1023,2019-04-16
10633,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge25 Mar, 2019 16:29pm - 2 days ago",Billionaire Krishnan is said to near US$500m loan deal,1023,2019-03-25
10631,https://www.klsescreener.com/v2/news/stock/1023,"TheStar25 Mar, 2019 17:24pm - 2 days ago",KLCI down 17.51 points  after global selloff,1023,2019-03-25
10630,https://www.klsescreener.com/v2/news/stock/1023,"TheStar26 Mar, 2019 07:35am - 1 day ago","Battersea refutes delay claims, development on schedule",1023,2019-03-26
10591,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge16 Apr, 2019 16:04pm - 1 day ago","More than 17,000 homes to be sold at HOC-MAPEX 2019 for Klang Valley",1023,2019-04-16
10629,https://www.klsescreener.com/v2/news/stock/1023,"TheStar26 Mar, 2019 07:45am - 1 day ago",Billionaire Ananda Krishnan's Bumi Armada near RM2bil loan deal,1023,2019-03-26
10626,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge26 Mar, 2019 11:30am - 1 day ago",My Say: Policy certainty and investor confidence,1023,2019-03-26
10627,https://www.klsescreener.com/v2/news/stock/1023,"TheStar26 Mar, 2019 09:23am - 1 day ago",Mild recovery on Bursa Malaysia as economic concerns persist,1023,2019-03-26
10635,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge25 Mar, 2019 14:00pm - 2 days ago","Lead Story: Opportunities in oil & gas, construction",1023,2019-03-25
10634,https://www.klsescreener.com/v2/news/stock/1023,"TheEdge25 Mar, 2019 16:00pm - 2 days ago","Newsbreak: ‘Al Rajhi’s Saudi owner to stay, post-merger’",1023,2019-03-25
13500,https://www.klsescreener.com/v2/news/stock/1058,"TheEdge15 Mar, 2019 14:50pm - 2 weeks ago",Manulife Asset Management projects flattish yields in Malaysian REITs market,1058,2019-03-15
13499,https://www.klsescreener.com/v2/news/stock/1058,"TheEdge19 Mar, 2019 12:00pm - 2 weeks ago",Insurance: Manulife aims to double market share by 2021,1058,2019-03-19
4352,https://www.klsescreener.com/v2/news/stock/1058,"Orientaldaily08 Apr, 2019 21:16pm - 2 days ago",渣打看好銀行業　SME推動成長,1058,2019-04-08
4351,https://www.klsescreener.com/v2/news/stock/1058,"TheStar09 Apr, 2019 09:05am - 1 day ago",StanChart eyes 20% market share with US dollar insurance plan,1058,2019-04-09
4352,https://www.klsescreener.com/v2/news/stock/1058,"TheEdge16 Apr, 2019 13:56pm - 1 day ago",技术指标疲弱 拖累马股回落,1058,2019-04-16
4353,https://www.klsescreener.com/v2/news/stock/1058,"TheEdge16 Apr, 2019 13:10pm - 1 day ago",KLCI retreats as technical indicators stay weak,1058,2019-04-16
1729,https://www.klsescreener.com/v2/news/stock/1066,"TheStar13 Mar, 2019 08:32am - 5 days ago",Bursa Malaysia is Asia’s only loser of 2019,1066,2019-03-13
1787,https://www.klsescreener.com/v2/news/stock/1066,"TheStar20 Mar, 2019 17:41pm - 1 week ago","Tenaga top loser, weighs on KLCI ahead of Fed decision",1066,2019-03-20
1786,https://www.klsescreener.com/v2/news/stock/1066,"Orientaldaily20 Mar, 2019 21:17pm - 6 days ago",國行偏鴿政府親商　特定中型股有看頭,1066,2019-03-20
10931,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge25 Mar, 2019 20:49pm - 1 week ago",RHB introduces digital tokens for SMEs and corporates,1066,2019-03-25
10929,https://www.klsescreener.com/v2/news/stock/1066,"TheStar26 Mar, 2019 09:15am - 1 week ago","RHB introduces digital tokens to SMEs, corporates",1066,2019-03-26
1773,https://www.klsescreener.com/v2/news/stock/1066,"Sinchew25 Mar, 2019 18:04pm - 2 days ago",美衰退几率增 全球放缓悲观蔓延‧亚股受惊全倒,1066,2019-03-25
1719,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge14 Mar, 2019 11:08am - 4 days ago",受蓝筹股拖累 马股与亚股稍事歇息,1066,2019-03-14
1720,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge14 Mar, 2019 10:12am - 4 days ago",KLCI stays muted in line with regional pause as select blue chips weigh,1066,2019-03-14
1721,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge13 Mar, 2019 18:18pm - 4 days ago",银行股领升 马股逆市扬6.96点,1066,2019-03-13
10912,https://www.klsescreener.com/v2/news/stock/1066,"Orientaldaily03 Apr, 2019 21:55pm - 54 minutes ago",降息對銀行衝擊有限　減少撥備助改善淨利,1066,2019-04-03
10913,https://www.klsescreener.com/v2/news/stock/1066,"TheStar03 Apr, 2019 09:05am - 13 hours ago",RHB Bank to introduce multi-currency Visa debit card,1066,2019-04-03
10916,https://www.klsescreener.com/v2/news/stock/1066,"TheStar02 Apr, 2019 09:23am - 1 day ago",Bank stocks lift KLCI amid global rally,1066,2019-04-02
10917,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge02 Apr, 2019 09:14am - 1 day ago",KLCI rebounds 0.46% as banking stocks lift,1066,2019-04-02
10918,https://www.klsescreener.com/v2/news/stock/1066,"TheStar02 Apr, 2019 08:10am - 1 day ago",Stronger stock market performance seen in the 2nd half,1066,2019-04-02
10922,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge01 Apr, 2019 12:38pm - 2 days ago",安联星展：今年下半年投资策略需更具防御性,1066,2019-04-01
10923,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge01 Apr, 2019 11:22am - 2 days ago","AllianceDBS Research advises investors to be more defensive in 2HCY19 on back of weaker domestic, global prospects",1066,2019-04-01
10924,https://www.klsescreener.com/v2/news/stock/1066,"TheStar01 Apr, 2019 08:11am - 2 days ago","Slower loan growth for banks in February, CIMB Research says",1066,2019-04-01
1726,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge13 Mar, 2019 11:02am - 5 days ago",Fundamentals intact with improving asset quality seen for RHB,1066,2019-03-13
1782,https://www.klsescreener.com/v2/news/stock/1066,"Sinchew22 Mar, 2019 17:21pm - 5 days ago",明讯扬23仙·马股临尾反弹,1066,2019-03-22
1781,https://www.klsescreener.com/v2/news/stock/1066,"TheStar23 Mar, 2019 08:30am - 4 days ago",Let Bank Negara handle the banks,1066,2019-03-23
1723,https://www.klsescreener.com/v2/news/stock/1066,"TheStar13 Mar, 2019 17:12pm - 4 days ago",KLCI bucks regional downtrend; Naim hits limit up,1066,2019-03-13
1722,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge13 Mar, 2019 17:54pm - 4 days ago","KLCI defies Asian selldown, up 7pts, led by banks",1066,2019-03-13
1779,https://www.klsescreener.com/v2/news/stock/1066,"TheStar23 Mar, 2019 11:05am - 4 days ago",Global Forex Market,1066,2019-03-23
1783,https://www.klsescreener.com/v2/news/stock/1066,"Sinchew22 Mar, 2019 11:20am - 5 days ago",银行股遭屠杀·兴业先扬后跌,1066,2019-03-22
10866,https://www.klsescreener.com/v2/news/stock/1066,"TheStar15 Apr, 2019 17:43pm - 2 days ago","Blue chips eke out small gains, PChem, Maxis climb",1066,2019-04-15
10897,https://www.klsescreener.com/v2/news/stock/1066,"TheStar04 Apr, 2019 09:32am - 6 days ago","Public Bank, Genting weigh on blue chips",1066,2019-04-04
10887,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge08 Apr, 2019 20:10pm - 2 days ago",RHB eyes stronger retail deposits growth in 2019,1066,2019-04-08
10873,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge11 Apr, 2019 09:11am - 6 days ago",KLCI retreats as Tenaga and Top Glove drag,1066,2019-04-11
10898,https://www.klsescreener.com/v2/news/stock/1066,"Chinapress03 Apr, 2019 23:05pm - 6 days ago",兴业银行首推外汇转账卡,1066,2019-04-03
10867,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge15 Apr, 2019 16:00pm - 2 days ago",Newsbreak: Wan Fadzmi said to be top contender for Bank Rakyat MD role,1066,2019-04-15
10868,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge15 Apr, 2019 08:34am - 2 days ago",CIMB Research raises target price for RHB Bank to RM6.50,1066,2019-04-15
10869,https://www.klsescreener.com/v2/news/stock/1066,"TheStar12 Apr, 2019 17:49pm - 5 days ago",KLCI closes higher on Tenaga rebound but PChem weighs,1066,2019-04-12
10871,https://www.klsescreener.com/v2/news/stock/1066,"TheStar11 Apr, 2019 17:47pm - 6 days ago","Tenaga, under pressure, pushes KLCI to Dec 2016 low",1066,2019-04-11
10872,https://www.klsescreener.com/v2/news/stock/1066,"TheStar11 Apr, 2019 09:22am - 6 days ago","Tenaga leads KLCI lower, crude oil eases, Ekovest in focus",1066,2019-04-11
1713,https://www.klsescreener.com/v2/news/stock/1066,"TheEdge18 Mar, 2019 09:10am - 4 hours ago","KLCI gets off to positive start to week, tracks regional gains",1066,2019-03-18
10691,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge03 Apr, 2019 21:13pm - 2 weeks ago",Can-One extends deadline of Kian Joo MGO for second time,1082,2019-04-03
10688,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge04 Apr, 2019 13:04pm - 1 week ago",KLCI pares loss as Tenaga climbs,1082,2019-04-04
10717,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge01 Apr, 2019 11:21am - 1 week ago",大马PMI跌至3个月新低 拖累马股由升转跌,1082,2019-04-01
10718,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge01 Apr, 2019 10:18am - 1 week ago",KLCI reverses gains as Malaysia PMI falls to 3-month low,1082,2019-04-01
10687,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge04 Apr, 2019 13:29pm - 1 week ago",国能攀升助马股收窄跌幅,1082,2019-04-04
10679,https://www.klsescreener.com/v2/news/stock/1082,"TheStar05 Mar, 2019 09:20am - 1 week ago","Tenaga weighs on KLCI, key Asian markets down",1082,2019-03-05
1606,https://www.klsescreener.com/v2/news/stock/1082,"TheStar13 Mar, 2019 09:22am - 2 weeks ago","Technical weakness persists on KLCI, Brexit woes weigh on risk appetite",1082,2019-03-13
1601,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge14 Mar, 2019 09:10am - 1 week ago",KLCI drifts lower in line with regional pause,1082,2019-03-14
1600,https://www.klsescreener.com/v2/news/stock/1082,"TheStar14 Mar, 2019 09:26am - 1 week ago","Blue chips slip, PetDag, Axiata down in thin trade",1082,2019-03-14
10685,https://www.klsescreener.com/v2/news/stock/1082,"Sinchew05 Apr, 2019 17:42pm - 1 week ago",成交值仅15.7亿·马股收跌3.26点,1082,2019-04-05
10685,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge27 Feb, 2019 18:43pm - 2 weeks ago","KLCI down 5.55 points amid India-Pakistan tension, US-China trade talk uncertainty",1082,2019-02-27
10684,https://www.klsescreener.com/v2/news/stock/1082,"TheEdge27 Feb, 2019 18:56pm - 2 weeks ago",印巴关系紧张中美贸易谈判不确定 马股跌5.55点,1082,2019-02-27
