date,GHLSYS-CA: CW GHL SYSTEMS BERHAD (MIBB),GTRONIC-CR: CW GLOBETRONICS TECHNOLOGY BERHAD (MIBB),GTRONIC-CS: CW GLOBETRONICS TECHNOLOGY BERHAD (MACQ),GTRONIC-CT: CW GLOBETRONICS TECHNOLOGY BERHAD (KIBB),GTRONIC-CU: CW GLOBETRONICS TECHNOLOGY BERHAD (RHB),GTRONIC-CV: CW GLOBETRONICS TECHNOLOGY BERHAD (RHB),GTRONIC-CW: CW GLOBETRONICS TECHNOLOGY BERHAD (MACQ),INARI-C21: CW INARI AMERTRON BERHAD (MIBB),INARI-C22: CW INARI AMERTRON BERHAD (RHB),INARI-C23: CW INARI AMERTRON BERHAD (CIMB),INARI-C24: CW INARI AMERTRON BERHAD (KIBB),INARI-C25: CW INARI AMERTRON BERHAD (MACQ),INARI-C26: CW INARI AMERTRON BERHAD (CIMB),INARI-C27: CW INARI AMERTRON BERHAD (MACQ),INARI-C28: CW INARI AMERTRON BERHAD (RHB),INARI-C29: CW INARI AMERTRON BERHAD (KIBB),INARI-C30: CW INARI AMERTRON BERHAD (AM),INARI-C31: CW INARI AMERTRON BERHAD (KIBB),INARI-C32: CW INARI AMERTRON BERHAD (MACQ),INARI-C33: CW INARI AMERTRON BERHAD (CIMB),INARI-C34: CW INARI AMERTRON BERHAD (MIBB),INARI-C35: CW INARI AMERTRON BERHAD (KIBB),INARI-C36: CW INARI AMERTRON BERHAD (AM),INARI-C37: CW INARI AMERTRON BERHAD (CIMB),INARI-C38: CW INARI AMERTRON BERHAD (RHB),INARI-C39: CW INARI AMERTRON BERHAD (MIBB),MI-CA: CW MI TECHNOVATION BERHAD (RHB),MI-CB: CW MI TECHNOVATION BERHAD (MACQ),MI-CC: CW MI TECHNOVATION BERHAD (MACQ),MI-CD: CW MI TECHNOVATION BERHAD (RHB),MI-CE: CW MI TECHNOVATION BERHAD (MIBB),MI-CF: CW MI TECHNOVATION BERHAD (KIBB),MYEG-C44: CW MY E.G. SERVICES BERHAD (MIBB),MYEG-C46: CW MY E.G. SERVICES BERHAD (MACQ),MYEG-C47: CW MY E.G. SERVICES BERHAD (RHB),MYEG-C48: CW MY E.G. SERVICES BERHAD (MACQ),MYEG-C49: CW MY E.G. SERVICES BERHAD (KIBB),MYEG-C50: CW MY E.G. SERVICES BERHAD (MIBB),MYEG-C51: CW MY E.G. SERVICES BERHAD (RHB),MYEG-C52: CW MY E.G. SERVICES BERHAD (MACQ),MYEG-C53: CW MY E.G. SERVICES BERHAD (CIMB),MYEG-C54: CW MY E.G. SERVICES BERHAD (KIBB),MYEG-C55: CW MY E.G. SERVICES BERHAD (MACQ),MYEG-C56: CW MY E.G. SERVICES BERHAD (MACQ),MYEG-C57: CW MY E.G. SERVICES BERHAD (RHB),MYEG-C58: CW MY E.G. SERVICES BERHAD (KIBB),MYEG-C59: CW MY E.G. SERVICES BERHAD (KIBB),MYEG-C60: CW MY E.G. SERVICES BERHAD (CIMB),MYEG-C61: CW MY E.G. SERVICES BERHAD (KIBB),MYEG-C62: CW MY E.G. SERVICES BERHAD (AM),MYEG-C63: CW MY E.G. SERVICES BERHAD (RHB),MYEG-C64: CW MY E.G. SERVICES BERHAD (RHB),MYEG-C65: CW MY E.G. SERVICES BERHAD (MACQ),MYEG-C66: CW MY E.G. SERVICES BERHAD (MIBB),MYEG-C67: CW MY E.G. SERVICES BERHAD (KIBB),UNISEM-C11: CW UNISEM (M) BERHAD (MIBB),UNISEM-C12: CW UNISEM (M) BERHAD (RHB),UNISEM-C13: CW UNISEM (M) BERHAD (AM),UNISEM-C14: CW UNISEM (M) BERHAD (MACQ),UNISEM-C15: CW UNISEM (M) BERHAD (KIBB),VITROX-CL: CW VITROX CORPORATION BERHAD (MACQ),VITROX-CM: CW VITROX CORPORATION BERHAD (MIBB)
2019-02-26,0.0,0.0,0.0,0.0,0.0,-0.0454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999993,0.0,0.0,0.06666666666666674,0.07692307692307697,0.040000000000000036,0.03703703703703707,0.14285714285714302,0.0,0.07142857142857129,,,,,-0.1785714285714286,-0.3125,-0.1739130434782609,-0.11904761904761905,0.0,-0.13793103448275856,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.07142857142857148,-0.08163265306122447,-0.04347826086956525,0.07142857142857129,-0.04347826086956525,,,,,,,,,0.0,0.0,-0.40909090909090906,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,0.0,-0.5,0.0,-0.04761904761904753,-0.13333333333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,0.0,0.0,-0.03571428571428574,0.0,0.0,0.0,,,,,-0.1739130434782609,-0.09090909090909087,-0.15789473684210525,-0.13513513513513511,0.0,0.0,-0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444444444444436,0.0454545454545455,-0.06666666666666654,0.0454545454545455,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038461538461538484,-0.03703703703703707,0.0,0.0,-0.06666666666666654,,,,,-0.05263157894736847,-0.10000000000000007,0.0,0.0,0.0,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,-0.02127659574468076,-0.04347826086956525,-0.07142857142857148,-0.04347826086956525,-0.2333333333333333,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.038461538461538484,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545455,0.07692307692307697,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,-0.31818181818181823,0.0,0.0
2019-03-04,-0.0833333333333333,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,,,,0.0,0.0,0.0,-0.031250000000000035,0.0,0.0,-0.07142857142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021739130434782625,-0.04347826086956525,-0.07142857142857148,0.0,0.0,0.0,0.0,-0.4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111111111106,0.0,0.0,0.0,0.0,-0.038461538461538484,0.0,0.0,0.0,0.0,-0.055555555555555455,,,,0.0,0.0,0.0,-0.03225806451612906,0.0,0.0,0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909087,0.07692307692307697,0.0,0.0,0.0,-0.3333333333333333,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.04999999999999991,0.08333333333333341,0.0,0.0,0.0,0.0,0.0,0.375,0.2500000000000001,0.0,0.2,0.07142857142857129,0.2,0.14814814814814806,0.10714285714285704,0.16666666666666666,0.21428571428571425,0.11764705882352935,,,,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.5714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.6666666666666669,0.4444444444444445,0.4166666666666668,0.4999999999999998,0.4545454545454546,0.4782608695652174,0.4666666666666667,0.44999999999999984,0.4444444444444445,,,,,0.0,0.0,0.0,0.0,-0.2,0.0,0.0
2019-03-07,0.0,0.0,0.0,0.0,0.0,-0.04761904761904753,-0.07692307692307697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,,,,0.0,-0.11111111111111106,-0.07142857142857148,0.0,0.0,0.0,0.18181818181818185,1.0,-0.3333333333333333,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.04999999999999991,0.030769230769230795,0.029411764705882214,0.0,0.031250000000000035,0.08823529411764698,0.0454545454545455,0.03448275862068969,-0.038461538461538484,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,-0.03333333333333337,0.0,0.0,0.0,0.0,0.0,,,,0.0,-0.12499999999999993,0.0,-0.03333333333333337,0.0,0.0,-0.11538461538461538,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.04761904761904753,-0.029850746268656737,-0.05714285714285704,-0.04761904761904753,-0.06060606060606065,-0.054054054054054106,-0.04347826086956525,-0.06666666666666654,0.0,,,,,0.0,-0.75,0.0,0.0,0.0,0.0,-0.07692307692307697
2019-03-11,0.0,0.0,0.0,0.0,0.0,-0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000004,-0.11111111111111106,-0.16666666666666666,-0.13333333333333328,-0.10344827586206888,-0.096774193548387,-0.11290322580645155,-0.14285714285714285,0.0,-0.14285714285714285,-0.2333333333333333,,,0.0,0.0,0.0,-0.13793103448275856,0.0,0.0,0.08695652173913039,0.0,0.0,0.0,0.0,-0.5454545454545454,-0.6666666666666666,0.0,0.0,-0.5,0.0,0.015384615384615398,0.06060606060606049,0.09999999999999996,0.06451612903225812,0.0857142857142858,0.0,0.0,0.040000000000000036,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
